id,teks,label,tokoh
18636,2696,netral,Prabowo Subianto
18637,2703,netral,Prabowo Subianto
18638,2707,netral,Prabowo Subianto
18639,2708,netral,Prabowo Subianto
18640,2711,netral,Prabowo Subianto
18641,2712,netral,Prabowo Subianto
18642,2713,netral,Prabowo Subianto
18643,2714,netral,Prabowo Subianto
18644,2715,netral,Prabowo Subianto
18645,2717,netral,Prabowo Subianto
18646,2718,netral,Prabowo Subianto
18647,2719,netral,Prabowo Subianto
18648,2720,netral,Prabowo Subianto
18649,2721,netral,Prabowo Subianto
18650,2722,netral,Prabowo Subianto
18651,2724,netral,Prabowo Subianto
18652,2725,netral,Prabowo Subianto
18653,2726,netral,Prabowo Subianto
18654,2727,netral,Prabowo Subianto
18655,2728,netral,Prabowo Subianto
18656,2731,netral,Prabowo Subianto
18657,2733,netral,Prabowo Subianto
18658,2734,netral,Prabowo Subianto
18659,2736,netral,Prabowo Subianto
18660,2738,netral,Prabowo Subianto
18661,2739,netral,Prabowo Subianto
18662,2741,netral,Prabowo Subianto
18663,2742,netral,Prabowo Subianto
18664,2743,netral,Prabowo Subianto
18665,2747,netral,Prabowo Subianto
18666,2748,netral,Prabowo Subianto
18667,2749,netral,Prabowo Subianto
18668,2752,netral,Prabowo Subianto
18669,2753,netral,Prabowo Subianto
18670,2754,netral,Prabowo Subianto
18671,2755,netral,Prabowo Subianto
18672,2756,netral,Prabowo Subianto
18673,2757,netral,Prabowo Subianto
18674,2764,netral,Prabowo Subianto
18675,2765,netral,Prabowo Subianto
18676,2768,netral,Prabowo Subianto
18677,2769,netral,Prabowo Subianto
18678,2770,netral,Prabowo Subianto
18679,2771,netral,Prabowo Subianto
18680,2773,netral,Prabowo Subianto
18681,2774,netral,Prabowo Subianto
18682,2775,netral,Prabowo Subianto
18683,2776,netral,Prabowo Subianto
18684,2778,netral,Prabowo Subianto
18685,2779,netral,Prabowo Subianto
18686,2780,netral,Prabowo Subianto
18687,2781,netral,Prabowo Subianto
18688,2782,netral,Prabowo Subianto
18689,2783,netral,Prabowo Subianto
18690,2784,netral,Prabowo Subianto
18691,2792,netral,Prabowo Subianto
18692,2909,netral,Prabowo Subianto
18693,2910,netral,Prabowo Subianto
18694,2911,netral,Prabowo Subianto
18695,2912,netral,Prabowo Subianto
18696,2913,netral,Prabowo Subianto
18697,2914,netral,Prabowo Subianto
18698,2915,netral,Prabowo Subianto
18699,2916,netral,Prabowo Subianto
18700,2917,netral,Prabowo Subianto
18701,2918,netral,Prabowo Subianto
18702,2919,netral,Prabowo Subianto
18703,2920,netral,Prabowo Subianto
18704,2921,netral,Prabowo Subianto
18705,2922,netral,Prabowo Subianto
18706,2923,netral,Prabowo Subianto
18707,2924,netral,Prabowo Subianto
18708,2925,netral,Prabowo Subianto
18709,2926,netral,Prabowo Subianto
18710,2927,netral,Prabowo Subianto
18711,2928,netral,Prabowo Subianto
18712,2929,netral,Prabowo Subianto
18713,2930,netral,Prabowo Subianto
18714,2931,netral,Prabowo Subianto
18715,2932,netral,Prabowo Subianto
18716,2933,netral,Prabowo Subianto
18717,2934,netral,Prabowo Subianto
18718,2935,netral,Prabowo Subianto
18719,2936,netral,Prabowo Subianto
18720,2937,netral,Prabowo Subianto
18721,2938,netral,Prabowo Subianto
18722,2939,netral,Prabowo Subianto
18723,2940,netral,Prabowo Subianto
18724,2941,netral,Prabowo Subianto
18725,2942,netral,Prabowo Subianto
18726,2943,netral,Prabowo Subianto
18727,2944,netral,Prabowo Subianto
18728,2945,netral,Prabowo Subianto
18729,2946,netral,Prabowo Subianto
18730,2947,netral,Prabowo Subianto
18731,2948,netral,Prabowo Subianto
18732,2949,netral,Prabowo Subianto
18733,2950,netral,Prabowo Subianto
18734,2951,netral,Prabowo Subianto
18735,2952,netral,Prabowo Subianto
18736,2953,netral,Prabowo Subianto
18737,2954,netral,Prabowo Subianto
18738,2955,netral,Prabowo Subianto
18739,2956,netral,Prabowo Subianto
18740,2957,netral,Prabowo Subianto
18741,2958,netral,Prabowo Subianto
18742,2960,netral,Prabowo Subianto
18743,2961,netral,Prabowo Subianto
18744,2962,netral,Prabowo Subianto
18745,2963,netral,Prabowo Subianto
18746,2964,netral,Prabowo Subianto
18747,2965,netral,Prabowo Subianto
18748,2968,netral,Prabowo Subianto
18749,2980,netral,Prabowo Subianto
18750,2981,netral,Prabowo Subianto
18751,2987,netral,Prabowo Subianto
18752,2991,netral,Prabowo Subianto
18753,2992,netral,Prabowo Subianto
18754,2993,netral,Prabowo Subianto
18755,2994,netral,Prabowo Subianto
18756,2995,netral,Prabowo Subianto
18757,2996,netral,Prabowo Subianto
18758,2998,netral,Prabowo Subianto
18759,2999,netral,Prabowo Subianto
18760,3000,netral,Prabowo Subianto
18761,3001,netral,Prabowo Subianto
18762,3002,netral,Prabowo Subianto
18763,3003,netral,Prabowo Subianto
18764,3004,netral,Prabowo Subianto
18765,3005,netral,Prabowo Subianto
18766,3006,netral,Prabowo Subianto
18767,3007,netral,Prabowo Subianto
18768,3008,netral,Prabowo Subianto
18769,3009,netral,Prabowo Subianto
18770,3010,netral,Prabowo Subianto
18771,3011,netral,Prabowo Subianto
18772,3012,netral,Prabowo Subianto
18773,3013,netral,Prabowo Subianto
18774,3014,netral,Prabowo Subianto
18775,3015,netral,Prabowo Subianto
18776,3016,netral,Prabowo Subianto
18777,3018,netral,Prabowo Subianto
18778,3019,netral,Prabowo Subianto
18779,3022,netral,Prabowo Subianto
18780,3023,netral,Prabowo Subianto
18781,3024,netral,Prabowo Subianto
18782,3025,netral,Prabowo Subianto
18783,3026,netral,Prabowo Subianto
18784,3028,netral,Prabowo Subianto
18785,3030,netral,Prabowo Subianto
18786,3031,netral,Prabowo Subianto
18787,3032,netral,Prabowo Subianto
18788,3033,netral,Prabowo Subianto
18789,3034,netral,Prabowo Subianto
18790,3035,netral,Prabowo Subianto
18791,3036,netral,Prabowo Subianto
18792,3037,netral,Prabowo Subianto
18793,3038,netral,Prabowo Subianto
18794,3040,netral,Prabowo Subianto
18795,3041,netral,Prabowo Subianto
18796,3042,netral,Prabowo Subianto
18797,3043,netral,Prabowo Subianto
18798,3044,netral,Prabowo Subianto
18799,3045,netral,Prabowo Subianto
18800,3046,netral,Prabowo Subianto
18801,3047,netral,Prabowo Subianto
18802,3052,netral,Prabowo Subianto
18803,3053,netral,Prabowo Subianto
18804,3055,netral,Prabowo Subianto
18805,3056,netral,Prabowo Subianto
18806,3057,netral,Prabowo Subianto
18807,3058,netral,Prabowo Subianto
18808,3059,netral,Prabowo Subianto
18809,3060,netral,Prabowo Subianto
18810,3061,netral,Prabowo Subianto
18811,3064,netral,Prabowo Subianto
18812,3066,netral,Prabowo Subianto
18813,3068,netral,Prabowo Subianto
18814,3069,netral,Prabowo Subianto
18815,3070,netral,Prabowo Subianto
18816,3071,netral,Prabowo Subianto
18817,3072,netral,Prabowo Subianto
18818,3073,netral,Prabowo Subianto
18819,3074,netral,Prabowo Subianto
18820,3075,netral,Prabowo Subianto
18821,3076,netral,Prabowo Subianto
18822,3077,netral,Prabowo Subianto
18823,3078,netral,Prabowo Subianto
18824,3081,netral,Prabowo Subianto
18825,3082,netral,Prabowo Subianto
18826,3084,netral,Prabowo Subianto
18827,3085,netral,Prabowo Subianto
18828,3086,netral,Prabowo Subianto
18829,3087,netral,Prabowo Subianto
18830,3088,netral,Prabowo Subianto
18831,3089,netral,Prabowo Subianto
18832,3090,netral,Prabowo Subianto
18833,3091,netral,Prabowo Subianto
18834,3092,netral,Prabowo Subianto
18835,3093,netral,Prabowo Subianto
18836,3094,netral,Prabowo Subianto
18837,3096,netral,Prabowo Subianto
18838,3097,netral,Prabowo Subianto
18839,3098,netral,Prabowo Subianto
18840,3099,netral,Prabowo Subianto
18841,3100,netral,Prabowo Subianto
18842,3101,netral,Prabowo Subianto
18843,3102,netral,Prabowo Subianto
18844,3104,netral,Prabowo Subianto
18845,3106,netral,Prabowo Subianto
18846,3108,netral,Prabowo Subianto
18847,3109,netral,Prabowo Subianto
18848,3110,netral,Prabowo Subianto
18849,3112,netral,Prabowo Subianto
18850,3113,netral,Prabowo Subianto
18851,3114,netral,Prabowo Subianto
18852,3115,netral,Prabowo Subianto
18853,3116,netral,Prabowo Subianto
18854,3119,netral,Prabowo Subianto
18855,3123,netral,Prabowo Subianto
18856,3124,netral,Prabowo Subianto
18857,3127,netral,Prabowo Subianto
18858,3129,netral,Prabowo Subianto
18859,3130,netral,Prabowo Subianto
18860,3131,netral,Prabowo Subianto
18861,3132,netral,Prabowo Subianto
18862,3133,netral,Prabowo Subianto
18863,3134,netral,Prabowo Subianto
18864,3136,netral,Prabowo Subianto
18865,3141,netral,Prabowo Subianto
18866,3142,netral,Prabowo Subianto
18867,3143,netral,Prabowo Subianto
18868,3145,netral,Prabowo Subianto
18869,3146,netral,Prabowo Subianto
18870,3147,netral,Prabowo Subianto
18871,3148,netral,Prabowo Subianto
18872,3149,netral,Prabowo Subianto
18873,3151,netral,Prabowo Subianto
18874,3152,netral,Prabowo Subianto
18875,3154,netral,Prabowo Subianto
18876,3155,netral,Prabowo Subianto
18877,3157,netral,Prabowo Subianto
18878,3158,netral,Prabowo Subianto
18879,3160,netral,Prabowo Subianto
18880,3161,netral,Prabowo Subianto
18881,3162,netral,Prabowo Subianto
18882,3163,netral,Prabowo Subianto
18883,3164,netral,Prabowo Subianto
18884,3167,netral,Prabowo Subianto
18885,3168,netral,Prabowo Subianto
18886,3169,netral,Prabowo Subianto
18887,3170,netral,Prabowo Subianto
18888,3171,netral,Prabowo Subianto
18889,3172,netral,Prabowo Subianto
18890,3173,netral,Prabowo Subianto
18891,3175,netral,Prabowo Subianto
18892,3176,netral,Prabowo Subianto
18893,3177,netral,Prabowo Subianto
18894,3178,netral,Prabowo Subianto
18895,3179,netral,Prabowo Subianto
18896,3180,netral,Prabowo Subianto
18897,3181,netral,Prabowo Subianto
18898,3182,netral,Prabowo Subianto
18899,3183,netral,Prabowo Subianto
18900,3184,netral,Prabowo Subianto
18901,3185,netral,Prabowo Subianto
18902,3186,netral,Prabowo Subianto
18903,3187,netral,Prabowo Subianto
18904,3188,netral,Prabowo Subianto
18905,3189,netral,Prabowo Subianto
18906,3190,netral,Prabowo Subianto
18907,3191,netral,Prabowo Subianto
18908,3193,netral,Prabowo Subianto
18909,3194,netral,Prabowo Subianto
18910,3195,netral,Prabowo Subianto
18911,3196,netral,Prabowo Subianto
18912,3197,netral,Prabowo Subianto
18913,3198,netral,Prabowo Subianto
18914,3199,netral,Prabowo Subianto
18915,3200,netral,Prabowo Subianto
18916,3201,netral,Prabowo Subianto
18917,3202,netral,Prabowo Subianto
18918,3203,netral,Prabowo Subianto
18919,3204,netral,Prabowo Subianto
18920,3205,netral,Prabowo Subianto
18921,3207,netral,Prabowo Subianto
18922,3213,netral,Prabowo Subianto
18923,3214,netral,Prabowo Subianto
18924,3215,netral,Prabowo Subianto
18925,3217,netral,Prabowo Subianto
18926,3218,netral,Prabowo Subianto
18927,3219,netral,Prabowo Subianto
18928,3221,netral,Prabowo Subianto
18929,3222,netral,Prabowo Subianto
18930,3223,netral,Prabowo Subianto
18931,3224,netral,Prabowo Subianto
18932,3225,netral,Prabowo Subianto
18933,3226,netral,Prabowo Subianto
18934,3228,netral,Prabowo Subianto
18935,3229,netral,Prabowo Subianto
18936,3230,netral,Prabowo Subianto
18937,3231,netral,Prabowo Subianto
18938,3232,netral,Prabowo Subianto
18939,3233,netral,Prabowo Subianto
18940,3234,netral,Prabowo Subianto
18941,3235,netral,Prabowo Subianto
18942,3236,netral,Prabowo Subianto
18943,3237,netral,Prabowo Subianto
18944,3238,netral,Prabowo Subianto
18945,3239,netral,Prabowo Subianto
18946,3240,netral,Prabowo Subianto
18947,3241,netral,Prabowo Subianto
18948,3242,netral,Prabowo Subianto
18949,3243,netral,Prabowo Subianto
18950,3244,netral,Prabowo Subianto
18951,3245,netral,Prabowo Subianto
18952,3246,netral,Prabowo Subianto
18953,3247,netral,Prabowo Subianto
18954,3248,netral,Prabowo Subianto
18955,3249,netral,Prabowo Subianto
18956,3250,netral,Prabowo Subianto
18957,3251,netral,Prabowo Subianto
18958,3252,netral,Prabowo Subianto
18959,3253,netral,Prabowo Subianto
18960,3254,netral,Prabowo Subianto
18961,3260,netral,Prabowo Subianto
18962,3261,netral,Prabowo Subianto
18963,3262,netral,Prabowo Subianto
18964,3263,netral,Prabowo Subianto
18965,3264,netral,Prabowo Subianto
18966,3265,netral,Prabowo Subianto
18967,3266,netral,Prabowo Subianto
18968,3267,netral,Prabowo Subianto
18969,3268,netral,Prabowo Subianto
18970,3269,netral,Prabowo Subianto
18971,3270,netral,Prabowo Subianto
18972,3271,netral,Prabowo Subianto
18973,3272,netral,Prabowo Subianto
18974,3273,netral,Prabowo Subianto
18975,3274,netral,Prabowo Subianto
18976,3275,netral,Prabowo Subianto
18977,3276,netral,Prabowo Subianto
18978,3277,netral,Prabowo Subianto
18979,3278,netral,Prabowo Subianto
18980,3279,netral,Prabowo Subianto
18981,3280,netral,Prabowo Subianto
18982,3281,netral,Prabowo Subianto
18983,3282,netral,Prabowo Subianto
18984,3283,netral,Prabowo Subianto
18985,3284,netral,Prabowo Subianto
18986,3285,netral,Prabowo Subianto
18987,3287,netral,Prabowo Subianto
18988,3288,netral,Prabowo Subianto
18989,3289,netral,Prabowo Subianto
18990,3290,netral,Prabowo Subianto
18991,3291,netral,Prabowo Subianto
18992,3292,netral,Prabowo Subianto
18993,3295,netral,Prabowo Subianto
18994,3296,netral,Prabowo Subianto
18995,3297,netral,Prabowo Subianto
18996,3298,netral,Prabowo Subianto
18997,3299,netral,Prabowo Subianto
18998,3300,netral,Prabowo Subianto
18999,3301,netral,Prabowo Subianto
19000,3302,netral,Prabowo Subianto
19001,3303,netral,Prabowo Subianto
19002,3304,netral,Prabowo Subianto
19003,3306,netral,Prabowo Subianto
19004,3310,netral,Prabowo Subianto
19005,3311,netral,Prabowo Subianto
19006,3313,netral,Prabowo Subianto
19007,3314,netral,Prabowo Subianto
19008,3315,netral,Prabowo Subianto
19009,3316,netral,Prabowo Subianto
19010,3317,netral,Prabowo Subianto
19011,3318,netral,Prabowo Subianto
19012,3319,netral,Prabowo Subianto
19013,3320,netral,Prabowo Subianto
19014,3321,netral,Prabowo Subianto
19015,3322,netral,Prabowo Subianto
19016,3323,netral,Prabowo Subianto
19017,3324,netral,Prabowo Subianto
19018,3325,netral,Prabowo Subianto
19019,3326,netral,Prabowo Subianto
19020,3327,netral,Prabowo Subianto
19021,3328,netral,Prabowo Subianto
19022,3329,netral,Prabowo Subianto
19023,3330,netral,Prabowo Subianto
19024,3331,netral,Prabowo Subianto
19025,3332,netral,Prabowo Subianto
19026,3333,netral,Prabowo Subianto
19027,3334,netral,Prabowo Subianto
19028,3335,netral,Prabowo Subianto
19029,3336,netral,Prabowo Subianto
19030,3337,netral,Prabowo Subianto
19031,3338,netral,Prabowo Subianto
19032,3339,netral,Prabowo Subianto
19033,3340,netral,Prabowo Subianto
19034,3341,netral,Prabowo Subianto
19035,3342,netral,Prabowo Subianto
19036,3345,netral,Prabowo Subianto
19037,3346,netral,Prabowo Subianto
19038,3349,netral,Prabowo Subianto
19039,3350,netral,Prabowo Subianto
19040,3352,netral,Prabowo Subianto
19041,3353,netral,Prabowo Subianto
19042,3356,netral,Prabowo Subianto
19043,3357,netral,Prabowo Subianto
19044,3358,netral,Prabowo Subianto
19045,3359,netral,Prabowo Subianto
19046,3360,netral,Prabowo Subianto
19047,3361,netral,Prabowo Subianto
19048,3362,netral,Prabowo Subianto
19049,3363,netral,Prabowo Subianto
19050,3365,netral,Prabowo Subianto
19051,3366,netral,Prabowo Subianto
19052,3367,netral,Prabowo Subianto
19053,3368,netral,Prabowo Subianto
19054,3369,netral,Prabowo Subianto
19055,3370,netral,Prabowo Subianto
19056,3372,netral,Prabowo Subianto
19057,3373,netral,Prabowo Subianto
19058,3374,netral,Prabowo Subianto
19059,3375,netral,Prabowo Subianto
19060,3376,netral,Prabowo Subianto
19061,3377,netral,Prabowo Subianto
19062,3378,netral,Prabowo Subianto
19063,3379,netral,Prabowo Subianto
19064,3380,netral,Prabowo Subianto
19065,3381,netral,Prabowo Subianto
19066,3382,netral,Prabowo Subianto
19067,3383,netral,Prabowo Subianto
19068,3384,netral,Prabowo Subianto
19069,3385,netral,Prabowo Subianto
19070,3387,netral,Prabowo Subianto
19071,3389,netral,Prabowo Subianto
19072,3390,netral,Prabowo Subianto
19073,3391,netral,Prabowo Subianto
19074,3392,netral,Prabowo Subianto
19075,3398,netral,Prabowo Subianto
19076,3399,netral,Prabowo Subianto
19077,3400,netral,Prabowo Subianto
19078,3401,netral,Prabowo Subianto
19079,3402,netral,Prabowo Subianto
19080,3403,netral,Prabowo Subianto
19081,3405,netral,Prabowo Subianto
19082,3406,netral,Prabowo Subianto
19083,3407,netral,Prabowo Subianto
19084,3408,netral,Prabowo Subianto
19085,3409,netral,Prabowo Subianto
19086,3410,netral,Prabowo Subianto
19087,3411,netral,Prabowo Subianto
19088,3412,netral,Prabowo Subianto
19089,3413,netral,Prabowo Subianto
19090,3414,netral,Prabowo Subianto
19091,3415,netral,Prabowo Subianto
19092,3416,netral,Prabowo Subianto
19093,3417,netral,Prabowo Subianto
19094,3418,netral,Prabowo Subianto
19095,3419,netral,Prabowo Subianto
19096,3421,netral,Prabowo Subianto
19097,3422,netral,Prabowo Subianto
19098,3425,netral,Prabowo Subianto
19099,3428,netral,Prabowo Subianto
19100,3429,netral,Prabowo Subianto
19101,3431,netral,Prabowo Subianto
19102,3432,netral,Prabowo Subianto
19103,3434,netral,Prabowo Subianto
19104,3435,netral,Prabowo Subianto
19105,3437,netral,Prabowo Subianto
19106,3439,netral,Prabowo Subianto
19107,3442,netral,Prabowo Subianto
19108,3443,netral,Prabowo Subianto
19109,3444,netral,Prabowo Subianto
19110,3446,netral,Prabowo Subianto
19111,3447,netral,Prabowo Subianto
19112,3455,netral,Prabowo Subianto
19113,3456,netral,Prabowo Subianto
19114,3457,netral,Prabowo Subianto
19115,3459,netral,Prabowo Subianto
19116,3461,netral,Prabowo Subianto
19117,3462,netral,Prabowo Subianto
19118,3463,netral,Prabowo Subianto
19119,3466,netral,Prabowo Subianto
19120,3468,netral,Prabowo Subianto
19121,3470,netral,Prabowo Subianto
19122,3471,netral,Prabowo Subianto
19123,3472,netral,Prabowo Subianto
19124,3474,netral,Prabowo Subianto
19125,3475,netral,Prabowo Subianto
19126,3476,netral,Prabowo Subianto
19127,3477,netral,Prabowo Subianto
19128,3478,netral,Prabowo Subianto
19129,3480,netral,Prabowo Subianto
19130,3481,netral,Prabowo Subianto
19131,3483,netral,Prabowo Subianto
19132,3485,netral,Prabowo Subianto
19133,3488,netral,Prabowo Subianto
19134,3489,netral,Prabowo Subianto
19135,3493,netral,Prabowo Subianto
19136,3494,netral,Prabowo Subianto
19137,3495,netral,Prabowo Subianto
19138,3497,netral,Prabowo Subianto
19139,3498,netral,Prabowo Subianto
19140,3499,netral,Prabowo Subianto
19141,3502,netral,Prabowo Subianto
19142,3503,netral,Prabowo Subianto
19143,3505,netral,Prabowo Subianto
19144,3506,netral,Prabowo Subianto
19145,3507,netral,Prabowo Subianto
19146,3517,netral,Prabowo Subianto
19147,3519,netral,Prabowo Subianto
19148,3527,netral,Prabowo Subianto
19149,3528,netral,Prabowo Subianto
19150,3536,netral,Prabowo Subianto
19151,3537,netral,Prabowo Subianto
19152,3539,netral,Prabowo Subianto
19153,3540,netral,Prabowo Subianto
19154,3541,netral,Prabowo Subianto
19155,3542,netral,Prabowo Subianto
19156,3543,netral,Prabowo Subianto
19157,3544,netral,Prabowo Subianto
19158,3545,netral,Prabowo Subianto
19159,3546,netral,Prabowo Subianto
19160,3547,netral,Prabowo Subianto
19161,3548,netral,Prabowo Subianto
19162,3549,netral,Prabowo Subianto
19163,3550,netral,Prabowo Subianto
19164,3551,netral,Prabowo Subianto
19165,3552,netral,Prabowo Subianto
19166,3553,netral,Prabowo Subianto
19167,3554,netral,Prabowo Subianto
19168,3555,netral,Prabowo Subianto
19169,3556,netral,Prabowo Subianto
19170,3557,netral,Prabowo Subianto
19171,3558,netral,Prabowo Subianto
19172,3559,netral,Prabowo Subianto
19173,3560,netral,Prabowo Subianto
19174,3561,netral,Prabowo Subianto
19175,3562,netral,Prabowo Subianto
19176,3563,netral,Prabowo Subianto
19177,3564,netral,Prabowo Subianto
19178,3565,netral,Prabowo Subianto
19179,3567,netral,Prabowo Subianto
19180,3568,netral,Prabowo Subianto
19181,3570,netral,Prabowo Subianto
19182,3571,netral,Prabowo Subianto
19183,3572,netral,Prabowo Subianto
19184,3573,netral,Prabowo Subianto
19185,3574,netral,Prabowo Subianto
19186,3575,netral,Prabowo Subianto
19187,3578,netral,Prabowo Subianto
19188,3580,netral,Prabowo Subianto
19189,3581,netral,Prabowo Subianto
19190,3582,netral,Prabowo Subianto
19191,3583,netral,Prabowo Subianto
19192,3584,netral,Prabowo Subianto
19193,3587,netral,Prabowo Subianto
19194,3588,netral,Prabowo Subianto
19195,3599,netral,Prabowo Subianto
19196,3600,netral,Prabowo Subianto
19197,3601,netral,Prabowo Subianto
19198,3602,netral,Prabowo Subianto
19199,3612,netral,Prabowo Subianto
19200,3615,netral,Prabowo Subianto
19201,3616,netral,Prabowo Subianto
19202,3617,netral,Prabowo Subianto
19203,3618,netral,Prabowo Subianto
19204,3620,netral,Prabowo Subianto
19205,3625,netral,Prabowo Subianto
19206,3626,netral,Prabowo Subianto
19207,3627,netral,Prabowo Subianto
19208,3628,netral,Prabowo Subianto
19209,3630,netral,Prabowo Subianto
19210,3632,netral,Prabowo Subianto
19211,3633,netral,Prabowo Subianto
19212,3634,netral,Prabowo Subianto
19213,3635,netral,Prabowo Subianto
19214,3636,netral,Prabowo Subianto
19215,3637,netral,Prabowo Subianto
19216,3644,netral,Prabowo Subianto
19217,3645,netral,Prabowo Subianto
19218,3647,netral,Prabowo Subianto
19219,3656,netral,Prabowo Subianto
19220,3657,netral,Prabowo Subianto
19221,3660,netral,Prabowo Subianto
19222,3662,netral,Prabowo Subianto
19223,3667,netral,Prabowo Subianto
19224,3671,netral,Prabowo Subianto
19225,3672,netral,Prabowo Subianto
19226,3673,netral,Prabowo Subianto
19227,3674,netral,Prabowo Subianto
19228,3675,netral,Prabowo Subianto
19229,3677,netral,Prabowo Subianto
19230,3683,netral,Prabowo Subianto
19231,3684,netral,Prabowo Subianto
19232,3686,netral,Prabowo Subianto
19233,3688,netral,Prabowo Subianto
19234,3691,netral,Prabowo Subianto
19235,3692,netral,Prabowo Subianto
19236,3695,netral,Prabowo Subianto
19237,3696,netral,Prabowo Subianto
19238,3697,netral,Prabowo Subianto
19239,3701,netral,Prabowo Subianto
19240,3702,netral,Prabowo Subianto
19241,3703,netral,Prabowo Subianto
19242,3704,netral,Prabowo Subianto
19243,3705,netral,Prabowo Subianto
19244,3706,netral,Prabowo Subianto
19245,3707,netral,Prabowo Subianto
19246,3708,netral,Prabowo Subianto
19247,3709,netral,Prabowo Subianto
19248,3710,netral,Prabowo Subianto
19249,3711,netral,Prabowo Subianto
19250,3712,netral,Prabowo Subianto
19251,3713,netral,Prabowo Subianto
19252,3714,netral,Prabowo Subianto
19253,3715,netral,Prabowo Subianto
19254,3716,netral,Prabowo Subianto
19255,3717,netral,Prabowo Subianto
19256,3718,netral,Prabowo Subianto
19257,3719,netral,Prabowo Subianto
19258,3720,netral,Prabowo Subianto
19259,3721,netral,Prabowo Subianto
19260,3722,netral,Prabowo Subianto
19261,3724,netral,Prabowo Subianto
19262,3725,netral,Prabowo Subianto
19263,3726,netral,Prabowo Subianto
19264,3727,netral,Prabowo Subianto
19265,3728,netral,Prabowo Subianto
19266,3729,netral,Prabowo Subianto
19267,3730,netral,Prabowo Subianto
19268,3731,netral,Prabowo Subianto
19269,3732,netral,Prabowo Subianto
19270,3733,netral,Prabowo Subianto
19271,3734,netral,Prabowo Subianto
19272,3736,netral,Prabowo Subianto
19273,3737,netral,Prabowo Subianto
19274,3738,netral,Prabowo Subianto
19275,3739,netral,Prabowo Subianto
19276,3740,netral,Prabowo Subianto
19277,3741,netral,Prabowo Subianto
19278,3742,netral,Prabowo Subianto
19279,3743,netral,Prabowo Subianto
19280,3744,netral,Prabowo Subianto
19281,3745,netral,Prabowo Subianto
19282,3746,netral,Prabowo Subianto
19283,3747,netral,Prabowo Subianto
19284,3748,netral,Prabowo Subianto
19285,3749,netral,Prabowo Subianto
19286,3751,netral,Prabowo Subianto
19287,3752,netral,Prabowo Subianto
19288,3753,netral,Prabowo Subianto
19289,3754,netral,Prabowo Subianto
19290,3755,netral,Prabowo Subianto
19291,3756,netral,Prabowo Subianto
19292,3757,netral,Prabowo Subianto
19293,3758,netral,Prabowo Subianto
19294,3759,netral,Prabowo Subianto
19295,3760,netral,Prabowo Subianto
19296,3761,netral,Prabowo Subianto
19297,3762,netral,Prabowo Subianto
19298,3763,netral,Prabowo Subianto
19299,3764,netral,Prabowo Subianto
19300,3765,netral,Prabowo Subianto
19301,3766,netral,Prabowo Subianto
19302,3770,netral,Prabowo Subianto
19303,3771,netral,Prabowo Subianto
19304,3772,netral,Prabowo Subianto
19305,3773,netral,Prabowo Subianto
19306,3775,netral,Prabowo Subianto
19307,3777,netral,Prabowo Subianto
19308,3780,netral,Prabowo Subianto
19309,3781,netral,Prabowo Subianto
19310,3782,netral,Prabowo Subianto
19311,3783,netral,Prabowo Subianto
19312,3784,netral,Prabowo Subianto
19313,3785,netral,Prabowo Subianto
19314,3786,netral,Prabowo Subianto
19315,3787,netral,Prabowo Subianto
19316,3788,netral,Prabowo Subianto
19317,3789,netral,Prabowo Subianto
19318,3791,netral,Prabowo Subianto
19319,3792,netral,Prabowo Subianto
19320,3793,netral,Prabowo Subianto
19321,3794,netral,Prabowo Subianto
19322,3795,netral,Prabowo Subianto
19323,3796,netral,Prabowo Subianto
19324,3797,netral,Prabowo Subianto
19325,3798,netral,Prabowo Subianto
19326,3799,netral,Prabowo Subianto
19327,3800,netral,Prabowo Subianto
19328,3801,netral,Prabowo Subianto
19329,3802,netral,Prabowo Subianto
19330,3803,netral,Prabowo Subianto
19331,3804,netral,Prabowo Subianto
19332,3805,netral,Prabowo Subianto
19333,3806,netral,Prabowo Subianto
19334,3807,netral,Prabowo Subianto
19335,3808,netral,Prabowo Subianto
19336,3809,netral,Prabowo Subianto
19337,3810,netral,Prabowo Subianto
19338,3811,netral,Prabowo Subianto
19339,3812,netral,Prabowo Subianto
19340,3814,netral,Prabowo Subianto
19341,3817,netral,Prabowo Subianto
19342,3818,netral,Prabowo Subianto
19343,3819,netral,Prabowo Subianto
19344,3820,netral,Prabowo Subianto
19345,3823,netral,Prabowo Subianto
19346,3824,netral,Prabowo Subianto
19347,3825,netral,Prabowo Subianto
19348,3826,netral,Prabowo Subianto
19349,3827,netral,Prabowo Subianto
19350,3831,netral,Prabowo Subianto
19351,3836,netral,Prabowo Subianto
19352,3841,netral,Prabowo Subianto
19353,3842,netral,Prabowo Subianto
19354,3843,netral,Prabowo Subianto
19355,3844,netral,Prabowo Subianto
19356,3845,netral,Prabowo Subianto
19357,3846,netral,Prabowo Subianto
19358,3847,netral,Prabowo Subianto
19359,3848,netral,Prabowo Subianto
19360,3849,netral,Prabowo Subianto
19361,3850,netral,Prabowo Subianto
19362,3851,netral,Prabowo Subianto
19363,3853,netral,Prabowo Subianto
19364,3855,netral,Prabowo Subianto
19365,3857,netral,Prabowo Subianto
19366,3858,netral,Prabowo Subianto
19367,3859,netral,Prabowo Subianto
19368,3860,netral,Prabowo Subianto
19369,3862,netral,Prabowo Subianto
19370,3863,netral,Prabowo Subianto
19371,3864,netral,Prabowo Subianto
