text,label
pks president ahmad syaikhu admits that sandiaga uno is still suitable if he runs again against anies baswedan in the presidential election,positif
the pks president wants to repeat the success of anies baswedan in the dki regional elections in the general election,positif
"anies, a liar, is still sure he wants to vote",negatif
"chairman of the gerindra party, prabowo subianto, responds to the discourse on the duet between anies baswedan and sandiaga salahuddin uno aniessandi in the presidential election.",positif
"arriving in palu city, ahy was greeted by the shouts of anies ahy, president anies ahy",positif
chairman of the indonesia raya movement party gerindra prabowo subianto stated his readiness to face anies baswedan in the presidential election battle.,positif
prabowo's position has been completed for anies as president of the republic of indonesia,negatif
"idha is right that for now the problem is rich in ideas for indonesia in the future, anies baswedan, this proves that the political visionary coalition for change is going according to the wishes of the majority of indonesian people, come on, support and make it happen, anies president, keep up the spirit",positif
the old fart ruhut is increasingly panicked and extremely afraid of the increasing number of indonesian people supporting anies baswedan to become president of the republic of indonesia.,positif
"finally, the time we have been waiting for, the women's training on latansa alert dpd pks bogor city, thank god, started and ended with a smile, you are amazing, pks wins, anies president",positif
id because pak anies baswedan is a candidate for president of the republic of indonesia,negatif
surya paloh ensures that this happens if anies baswedan is elected president this year,negatif
president didu anies baswedan has proven to be a real worker if prabowo is not,negatif
"retired senior tni & polri fully supports anis rasyid baswedan as president. this is the new sane person. smart people support smart people. profile of lt. gen. tni retired ediwan prabowo, winner of adhi makayasa who came to anies' residence.",positif
"bismillah, president anies ahy makassar democrats begin distributing props to support aniesahy in the presidential election",positif
bismillah anies rasyid baswedan becomes president of the unitary state of the republic of indonesia with a landslide victory and pks wins above target amen,positif
buzzer oligarchy the tadpoles don't need anies but indonesia needs anies the people need change pray anies to the president,positif
"if you are sane, you can fold, it's up to you, what's important is that the people ask anies to become president",positif
achmadi anies president,negatif
"i agree, bro, the various methods used by the henchmen of this regime to slander and fail the presidential candidate from a legal aspect to the disaster of a brain depot fire, they are really stupid and really stupid, god willing.",negatif
"i hope anies president is clean, people like you",positif
"just pray for the sewers, hopefully they will always be healthy so we can witness anies' inauguration as president of the republic of indonesia.",positif
"ready to fight anies in the presidential election, prabowo signals that he is closing the opportunity for a coalition with nasdem. for mr. prabowo, what is it that is not ready, the spirit of pakinsya allah, mr president",positif
"haha, the od buzzers are afraid to see mr anies become president in the future, all the slanderous ways of fighting against each other and the hatred they produce, they are afraid that they will no longer be able to eat from the results of the buzzers and licking the bottom line, where did it all go wrong, mr anies",negatif
"as a citizen, i am obliged to win anies as president in the election",positif
mpu relapsed again his friend miduk lae hadeuh day made a provocation in october if anies baswedan becomes president may allah swt answer our prayers maybe you can become commissioner of state owned enterprises because you continue to campaign for him,positif
never forget someone's arrogance towards habib riziq shihab,positif
"thank god, the indonesian people will be stronger with you, god willing",positif
"it's clear that there's nothing to forbid you from voting for uncle bowo, even if you're gray-haired, that's not it, other indonesian people are also free to boycott grand and uncle bowo will return to their respective choices like you in the sub-district and you'll be sure to choose dad, god willing.",positif
choosing anies for president is really stupid,negatif
"hut you're not yet independent, so it's better to go to china selling tempeh, anies rasyid baswedan won't be president and anies rasyid baswedan's diploma won't be fake like your jungjunan hut conge",positif
"god willing, mr anies baswedan president, amen to god",positif
"kahmi anies has a large capacity worthy of being supported as a covid presidential candidate, sunday march, there will be a death tomorrow, monday plumpang tanah merah pertamina anies ariel liverpool manchester united man united",positif
repeated disasters in plumpang land saw the death of anies ariel,negatif
"god willing, mr anies president, amen to god",positif
testtesttest who likes president anies retweets prabowo like,positif
"prima party is a new party, just because it is close to the palace, the election lawsuit was postponed and was granted by the central jakarta district court. anies was so afraid of becoming president that he used a small party as a weapon to thwart him. i'm not sure he can win, right?",positif
"i'm really smart when i talk about the reasons why i didn't vote for uncle bowo. there are too many reasons, but what is clear is that god willing, the indonesian people will unite to win, sir.",positif
"let's unite together to repair this devastated country, god willing",negatif
"if it's clear that bowo doesn't dare to challenge the boss, if you haven't proven it yet, then let's prove it here together",positif
"if you're the governor of ntt, just think for yourself, what's important is me",positif
pak anies became president this year cebong streeeees,negatif
"west java is free from pdip, don't enter pdip's cage, indonesia needs changes for the better, anies president",positif
"chotimah ni cebong is crazy about trying to tackle mr. anis, he's crazy, bro, until mr. anies becomes president this year.",negatif
romance until ipin upin graduates from school anies gwill be president just look at anies supporters buzeer anies will be a free gembel,positif
"the koesmirah started when the grnd cadres started attacking the father, especially the deputy grinding party, uno, started attacking the father because of the regional election debt & istikharah temple even though he himself knew the contents of the debt agreement, so the attacks were mutual and the counter attack started.",negatif
ngehe romance anies didu saewad idha sir,positif
dozens of retired military and police officers expressed support for anies baswedan running for president,positif
"dumdum, you're so stupid that ahok is currently still serving at pertamina. why are you attacking anies and afraid of anies becoming president? you don't have a job anymore, so you're really looking for money, that's a joke, jiiiirrr",negatif
many people support mr. anies baswedan as the new president,positif
"ahmadi, don't misinterpret that they actually want anies to become president in the future",positif
president pa anies baswedan,negatif
user test is it the same as expected by tiktok users bringing mas the best rational objective choice for president in the year of anies like anies retweet,positif
drag mr. anies baswedan to become president in,negatif
there's nothing wrong with the people deciding to support anies to become president,positif
"chairman of the gerindra party, prabowo subianto, responded to the question of sandiaga uno being paired with anies baswedan as a pair in the presidential election contest. regarding mas sandi, i think mr sandi has answered many times in all",positif
makassar mulanies volunteers commit to win anies baswedan presidency,positif
"it's like the campaign has already started, what's wrong with anies? the clothesline isn't dry today because of the rain, it's also because of anies that ukraine lost the war against russia, it's also because of anies. tesla opened an office in penang and not in indonesia, that's also because of anie's fate in indonesia.",negatif
"mr. prabowo, as a statesman, would be wise to support anies, president of the republic of indonesia, against the oligarchy and save indonesia",positif
"clean what is cleaned, even if there is something that needs to be cleaned, that's your dirty brain. i hope pa anies is elected as president of the republic of indonesia. i want to know what happens to you and your friends, the buzzerrp producers of hate speech. i pray that creatures like this will soon become extinct.",positif
"a good start, hopefully mr anies will become president",positif
support for anies baswedan as president comes from social media activist saeful in this cool era,positif
ahok has warned anies about the pertamina plumpang depot,negatif
"anies is an intelligent and honest leader, president of the republic of indonesia",positif
"salie is in love, that's why my descendants will never want me to be anies. i hope anies will be president and he will be given a long life.",positif
"if anies' electability drops and he fails to become president, one of the reasons is musni umar's strategy of showing off his track record.",negatif
"they are afraid that if anies is appointed president of the republic of indonesia, their livelihoods will be wiped out",positif
"sane, hopefully mr. anies will be elected as the second president of the republic of indonesia",positif
anies will definitely be president of pks this year,positif
i hope anies baswedan fails to be nominated and nasdem forms a coalition with gerindra to nominate prabowo subianto as president of the republic of indonesia.,positif
"the chaos is indeed the culprit of indonesia's life, anies baswedan and the president",negatif
"if anies becomes president, what conditions for tesla's capitalism will aniesmas saewad agree to while the opposition is most anti-foreign economic colonialism except for those who shout?",positif
the topic discussed by anies as a presidential candidate is why mrs. susi najwa and tsamara were brought by drun and are still healthy,positif
"don't worry, pertamina's tanks won't explode again if anies is president because it will be easier to control and there will also be floods in jakarta.",positif
"anies baswedan's poem for the president of the republic of indonesia,pelopelo",negatif
"wan abud, what can it do to make the whole program fall apart?",negatif
"this is myname fahnoor because pak prabowo is a statesman who might like the jakarta gubernatorial election, pak prabowo and join the coalition for change and support anies again to become president, bro",positif
abw greetings of change and improvement for a better indonesia democrat jaya eternal pancasila anies baswedan ahy president and deputy ri in amen,positif
"idha's delivery is calm, directed and clear and can be understood by everyone, don't use anger, don't use the word latrine and don't make people confused. i hope allah swt will make mr. anies baswedan the president of the republic of indonesia in the future aamiiinnn",positif
"that's what we hope for, i'm not being a hypocrite, so that anies doesn't become president in the future, but neglect and giving him a platform that continues to happen could turn things around, right?",positif
"dumdum, it will be a blunder, whatever the issue, there is still one command to support pak anies rasyid baswedan as president of indonesia",positif
"anies, the people's leader, president of the republic of indonesia",negatif
anies used kahmi and banned organizations to run for president,negatif
stupid tadpoles will always look for defenses to block president anies from being a stupid ebong,negatif
"even though he is a former man, he still remembers that the people of jakarta are great. mr. anies really cares about the people's sadness. he is fit to be president of the republic of indonesia",positif
ul inzaallah amanah mr anies president,negatif
"the people unite against the oligarchy to save indonesia, president anies ri",positif
"thank god, denny siregar has envisioned anies baswedan as president. i hope you and your family and colleagues will vote for anies baswedan in the upcoming presidential election.",positif
haha,positif
"it's really true what anies said, the next president of the republic of indonesia, many people feel difficult after jokowi's leadership prioritizes oligarchy. let's pray that anies baswedan will be president in the next term, amen.",positif
"when i zoom in, the logo is a bit blurry, the headline of the news is sharp, even though the results of the capture are very patient, our president cc, greetings, support, welcome to indonesia, anies pertamina",positif
"bajer anis, how come anies romance didu saewad idha sir",positif
"hope anies baswedan becomes president of the republic of indonesia in this year, amen, yra",positif
"it was extraordinary that ahy was greeted by president aniesahy's screams when he arrived in palu city, anies ahy",negatif
"ahy was extraordinary, greeted by the screams of president aniesahy, anies ahy",negatif
make sure we elect anies baswedan as president of the republic of indonesia,positif
to the panic and fear of humans who don't have the identity of anies president,negatif
"it's confusing, oh, it turns out that anies supporters have been suspected of being supported by america, so now a pki narrative has been prepared for the presidential election. if during the gubernatorial election the narrative is don't vote for an infidel leader, then for the next presidential election a narrative has been prepared, don't vote for a president who is supported by the pki.",positif
"romance for a better indonesia, anies president ri",positif
pks pledge to win anies baswedan as president head topics,positif
"god willing, mr. anies will be president of the republic of indonesia for a period",positif
smg anies president & ruhut sitompul committed suicide,negatif
"let's see how these sycophants survive, god willing, anies baswedan will never become president of the republic of indonesia.",positif
"ahead of anies baswedan, the people's choice for president of the republic of indonesia has always been a trending topic",negatif
"it's certain that if anies rasyid baswedan becomes president, if he won't continue, it's jokowi's will, not the will of the people, you just have to stay there.",positif
"what if anies rasyid baswedan, who is your president, can't lick you anymore, now if you become a sycophant, there's nothing wrong with that.",positif
bismillah to save indonesia from the oligarchy of president anies ri,positif
"fahnoor inismyname, thank god, you have shown your performance in dki for more than a year and that is what makes the indonesian people trust and believe in him, but whoever wins this contest, god willing, it will be a victory for the indonesian people.",positif
"john, you don't need to brag about your energy after the problem of anies being the presidential candidate, mr. anies becoming president, it's not the people's vote, not yours, but god willing, anies will be crushed by begejil jin iprit kersaning gusti allah, anies ri, amen.",negatif
"romance hhhkpan i'm going to make it happen, boss, let you know, i support mr. anies baswedah as president of the republic of indonesia, read it and share it too, it's okay, please hhh",positif
"magdalena lives, it's time for the indonesian people to unite in the wave of change with you, god willing",positif
"fahnoor inismyname inviting each other to goodness is good, let's unite for a better indonesia together with you",positif
"fahnoor inismyname this is just south sulawesi where there is a father there is a sea of good people always following good people only those with a clean conscience and sound minds are called to unite with the cause of change, god willing",positif
ri is sure that there will be a presidential election. he is sure that anies will become a presidential candidate and even president without resistance through all negative means and negotiations from the regime in power.,negatif
"pa anies was elected president and nasdem became the ruling party. looks like someone is going to be a flea again, this time he will be a sycophant of nasdem, he's whining for a nasdem membership card heheheheeeeee independence",positif
"i hope mr. anies is elected president. amen, robbal, experience it",positif
this social media activist supports anies baswedan as president of the republic of indonesia,positif
"chotimah, the pki's children and grandchildren won't be happy if anies baswedan becomes president, so they are trying to destroy his good name. anies wins. our pki's children and grandchildren will be kicked out of indonesia.",positif
"hackers are guarding the presidential victory over anies baswed and don't let any foul methods be prevented, for example, pay attention to the pdp server in both china and singapore because china feels it has an interest in controlling the republic of indonesia.",positif
"if the government and government supporters wish to postpone the election on the grounds that the state does not have sufficient funds to hold the election, what if anies baswedan were immediately installed as president on the grounds that it would be more efficient?",positif
"don't they dare, bro, wait for mr. anies to become president, everything will be done",negatif
apple alert pks anies no need to make hoaxes and curse those who attack covid on saturday march someone died innalillahi ahok jeep bismillah hahaha indonesia firmino night sunday evening,negatif
"well, river dredging was also continued by anies on the orders of the ptun judge. try not to obey whether my governor is alive, anies president",positif
observers regarding the plumpang depot fire increasingly prove that pertamina is indeed ignoring the deaths,negatif
"in shaa allah, under the leadership of anies baswedan as president of the republic of indonesia, indonesia will be better prosperous for its people, peaceful nation.",positif
"chotimah, if one day anies becomes president, buzzerrp like this usnul will disappear somewhere or maybe it will suck up to the new ruler, like what ruhut sitompul did, just wait, it won't be long.",positif
welcome the declaration of tangsel democrats all out to win anies baswedan as president according to the direction of ketum ahy tangsel ready ahy his vice presidential candidate is jayabaya banten,positif
anies baswedan presidential candidate to,negatif
initiator of the national conscience movement gnk habib syakur ali mahdi al hamid strongly suspects that the politicization of identity will still be rampant in this election if anies baswedan continues to run as a presidential candidate in the future.,negatif
"hasibuan, face the reality that anies will become president and you will be short of breath every day and have seizures",negatif
anies baswedan and presidential candidate try not to retweet,negatif
"old tadpole, you talk until you foam at the mouth and even if you die, the people don't listen to anies, the president of the republic of indonesia",negatif
"i hope pa anies will become president, amen to you",positif
"i hope pa anies will be president, amen to you",positif
"come on, support plumpang",positif
"thank god, jakarta, dozens of retired high-ranking indonesian national police officers supported anies as a presidential candidate in the presidential election, retired indonesian military lieutenant general ediwan prabowo said that his party had met anies at his residence and discussed many things.",positif
anies baswedan gambled with his people and sold them to hell so he could become president,negatif
viva anies president,negatif
"romance is a smart leader, god willing",positif
"pertamina, who was negligent, anies, who made the mistake of attacking anies, uncle, could become anies, president of the republic of indonesia, you know",negatif
"dumdum btp uncle, don't attack anies every day, don't forget to also order a fraudulent survey to appoint prabowo and reward him so that he looks superior. if anies becomes president of the republic of indonesia, then the thousands of trillions of debt that jokowi created can be paid off.",positif
"everything is connected to anies, uncle, don't forget to continue attacking anies, don't forget to make a deceptive survey so that prabowo and gangar look superior, wouldn't it be nice if anies baswedan becomes president of the republic of indonesia?",positif
"let's see how the sycophants dream of this bull regime surviving, god willing, anies baswedan will become president of the republic of indonesia",positif
a leader who is not worthy of being imitated by anies was caught hugging someone who was not a believer,positif
"anies' job is only to change the name, making the program no longer effective",positif
it doesn't matter that mr anies is still president,negatif
it doesn't matter that anies is the best president,positif
anies didu saewad idha sir's romance slows down,positif
"anies is a trustworthy leader who works to make his people happy, is not corrupt, although there are many opportunities for corruption but he doesn't use them, that's why anies is very worthy to lead this country, president of the republic of indonesia",positif
"with allah's permission, the year anies was elected as president of the republic of indonesia, then who else do you want to insult me?",negatif
"indeed, his work and duties are only to take care of bp anies, who is extraordinarily loved by the people because of his smart work, real work, honest work, real results and dignified progress, then the barking is just origami haha ha independence, anies, prosperous indonesian president",positif
"if anies is president, but the law on ikn is revoked by parliament at extra-parliamentary pressure, of course anies as president cannot continue developing ikn, so it's not anies' fault if he doesn't continue developing ikn.",positif
"if anies is president, but the law on ikn is revoked by parliament at extra-parliamentary pressure, of course anies as president cannot continue developing ikn.",negatif
"i'm just annoyed, shocked, angry and promised and then not kept. who is the president, anies, who just became president?",negatif
anies hijri president,negatif
"anies, the president of the hijriah, rewarded the president of the ad",positif
chotimah the crazy one has lost his wits nul nul volunteer reward has disbanded anies is running now now you understand nul anies president amen ya robb,negatif
"ahy, let's support mas anies baswedan as a presidential candidate in greetings of change and improvement",positif
"be patient, bro anies, you are in the middle of a test, don't listen to the devil, talkative talk is a sign of someone who doesn't have the ability, i'm sure bro anies will be president, amen, robb",negatif
"the closer the supporters of the sympathizing party and the people get, the more buzzerp loose change there is, the more panic and fear of cheap, quality slander being sought in rubbish bins, but anies baswedan remains strong and flies towards the president of the republic of indonesia.",positif
"retired generals just support mr. mosok. we the people don't want to support us, so support us",positif
"anies' capacity is above that of the current president. if you consider anies qualified to take part in the presidential election, he used to be jokowi's spokesman, so he doesn't need to be taught any more.",negatif
"just relax, dumdum is right in front of anies' eyes when it's time for the president",positif
"that's really true, mpul toidipak anies rasyid bawesdan, when he was governor, he achieved brilliantly and deserves to be the president of indonesia next year because mr. anies was able to make the people prosperous, not foreign workers prosperous.",positif
"what's strange is that the anies survey is at the bottom, which means the chances of him being elected president are very small, then why do your tweets always slander anies all the time?",negatif
"you don't have to, ma'am, because you're still going to win, mr. anies will definitely be president of the republic of indonesia",positif
"in fact, the anies haters in their hearts admit that anies is indeed very worthy and worthy of being the president of the republic of indonesia compared to unreliable champions, so to cover up their disappointment they will look for the slightest mistake in anies, so they are stressed and think of it as entertainment.",positif
mr anies' romance deserves to be president,positif
"as god willing, anies is the president",positif
"don't worry, anies will still be president of the republic of indonesia",positif
anies rb is very suitable to be indonesia's president this year,negatif
anies gives lecture at ntu singapore refly don't compare with other candidates covid friday march someone died bismillah cipung ya allah plumpang pn jakpus prima party jeep klopp firmino,negatif
"sby, it feels like there is something strange in this country, there were deaths on friday",positif
the presidium of the alumni corps of the islamic student association kahmi herman khaeron stated that anies rasyid baswedan is worthy of being supported by hmi cadres as a presidential candidate for bacapres in the election. anies has great capacity to lead the country after his success.,positif
id that is definitely anies president of the republic of indonesia,positif
"the coalition for change does not need to form a coalition with pdip because it has already fulfilled its requirements, even more so than nominating anies as president",positif
"ri anies ahy, god willing, the president of the republic of indonesia and the vice president of the republic of indonesia will be blessed",positif
ri kun agus harimurti yudhoyono becomes vice president of the unitary state of the republic of indonesia accompanying anies baswedan as president of the unitary state of the republic of indonesia fayakunaamiin,negatif
"achmadi, hello, mr. hasto kristianto, the issue of ikn development is a mandate of the law, whoever is elected president in the presidential election is obliged to continue ikn development, otherwise it means not implementing the law, as will anies rasyid baswedan if elected.",negatif
"ri enterprising democrat sp sll maintains information about the aspirations of the citizens of ny, young people of the indonesian nation who always hope for change and improvement, the hopes of the indonesian people, mas anies and mas ahy, leaders of change and improvement of the hopes of the indonesian people, president and vice president ri anies ahy",positif
"ri mugia agus harimurti yudhoyono became vice president of the unitary state of the republic of indonesia in accompanying anies baswedan, president of the unitary state of the republic of indonesia in aamiin",negatif
saewad means pdip believes that anies will be president,negatif
"this is great, mr. anies baswedan is officially supported by the democrats as a presidential candidate",positif
"the democratic party officially supports the indonesian presidential candidate from the nasdem party, anies baswedan, as its presidential candidate for the election",positif
"his name is also a hoaker, even if he dies, his heart hurts, especially when mr anies was president, how much my heart hurts",negatif
"may indonesia soon together with anies baswed and the president of the republic of indonesia and sterx move towards change. may allah swt bless you, aamiin",positif
"chotimah will later propose to president anies, sis, that there be a ministry for building district roads",negatif
"anies president ri, god willing, will the formula be successful without anies, sorry, don't think so",positif
"ahy, let's support mas anies baswedan as a presidential candidate, greetings of change and improvement, ahy democrats",positif
"id anies baswedan, god willing, the president will be blessed",positif
"even though it has been supported by a coalition of changes to the nasdem pks and democrat parties as presidential candidates for bacapres, anies baswedan's chances of winning the presidential election are not yet certain.",positif
rational choice for anies baswedan and the president of the republic of indonesia,negatif
in witnessing the unanimous decision of the democratic party to support anies as a presidential candidate in the presidential election in full,positif
"whoever is the leader, whoever is the important deputy, anies and ahy, the president and his deputy",positif
"the party's attack on anies is already low-key and ghoib, it's only just anies, but if anies becomes president, they'll suddenly attack again, even though the votes in the election were only less than",negatif
"mas and the supporting parties will choose the best and have the greatest chance of winning and volunteer all out to win anies presiden ri, whoever the vice presidential candidate is, the important thing is anies president.",positif
"wan's achievements are more paid in jkt, bicycle culture in tropical countries becomes a bajaj pool, former rector of the university, no in indo, stlh itb amp ui without ever being dean of anies, president of indonesia to",negatif
"so far, his brain has never been refreshed, now he has a little pride in enjoying mr. anies' achievements. when mr. anies is inaugurated, he will have points to approach the president.",positif
democratic party nominates anies baswedan as presidential candidate,positif
"ahy, let's support mas anies baswedan as a presidential candidate",positif
hope mr gangar's tiktok will be more successful so that tomorrow i can make content about mr anies' inauguration as president of the republic of indonesia,positif
"pdip's doubts about anies' future policies have become as if they believe that if they become president, anies ahy anies ahy is an easy formula to defeat a bull just by using mercy.",positif
"god willing, mr anies will be elected president",positif
o you firzalaksana dajjal who is upset by the president,negatif
chotimah husni welcome anies for president goodbye ebong may khusnul khotimah,positif
"peace, sorry, i'll explain it so you know, i didn't read it wrong. i'm ready to support anies baswed and become president of the republic of indonesia. you can read that, right?",positif
"mr. anies, president, there will be no more stories like this. if the country can progress and be brilliant, it needs a leader who has integrity, capable, credible, brilliant, intelligent, revolutionary and independent, independent.",positif
"tanjung doesn't know malurai gedek, once insulted, now used later, jis also indirectly acknowledges the success of anies, the president.",positif
ahy invites cadres to support mas anies baswedan as a presidential candidate,positif
"if he is elected as pdp president, anies doubts he will continue with jokowi because of this project",negatif
sir pak anies is the best and deserves to be president,positif
"if anies baswedan is defeated as a presidential candidate, based on the legal system and basic constitution, president jokowi as a stakeholder with all the rights, burdens and responsibilities must immediately take over the main duties of the kpu, otherwise the election will be postponed, then jokowi will remain",negatif
dki jakarta democrats will go all out to win anies as president,positif
"two young people from the nation who are intelligent and social, of course, are anies ahy, the future presidential candidate and vice president of the republic of indonesia, sp democrats towards change and improvement, the hopes of the indonesian people together with our people are strong",positif
the democratic party has officially declared its support for anies baswedan as a presidential candidate. ahy also emphasized anies' role as leader in the coalition for change.,positif
democratic party officially supports anies baswedan as presidential candidate,positif
anies refuses to take care of the jakarta river,positif
that means there's no doubt that anies will be president,negatif
"what a cool idea, mr anies, president of top markotop",positif
"the democratic party confirmed that it was nominating anies baswedan as a presidential candidate in the election in front of its cadres. the general chairman of the democratic party, agus harimurti yudhoyono, admitted that from the center to the regions they had agreed to be in anies baswedan's ranks.",positif
"let's support mas anies baswedan as a presidential candidate, ahy",positif
pdip is not sure that anies baswedan will continue the ikn program if elected as president in via,negatif
"nasdem was instrumental in supporting jokowi's term of office for the final term of office in october. nasdem's nomination of anies baswedan for the next president is valid because nasdem's political contract has ended in the nasdem movement, which has always been faster than other parties.",positif
"khusnul hates anies so much that his revenge is so fierce that tomorrow when i meet anies, the presidential candidate, i'll ask him why his revenge is so fierce.",negatif
"samosir is one of mr. anies' achievements and is an illustration of why we, the indonesian people, chose mr. anies to become president of the republic of indonesia. except for tadpoles like you, if you change your mind the wrong way because you received wrong information and spent too long in the pool, then what are you doing?",negatif
lira didu ahmad let's see which parties support this decision apart from the political parties that demand it and then check the background so it doesn't seem like there will be far from parties who support postponing the election because they are afraid of anies becoming president of the republic of indonesia.,positif
"asked the people of dki during the year whose work was recognized internationally, we pray that allah swt makes mas anies rashid baswedan the president of the republic of indonesia so that the country is justly prosperous and prosperous, there will be no homeless beggars, etc.",positif
bravo mr anies president,negatif
the democratic party confirmed its support for anies baswedan as a presidential candidate in the presidential election. this decision was the result of a meeting of the upper council of the democratic mtp party in full,positif
enough to be represented by the democratic chairman syaaahhhh anies for president ahy vice president ferdinan hutahaen for trash mouth bucket bite finger stressuwahahaaa,negatif
"two folders support anies to become president, why support the need for a leader who loves, intelligent, intellectual, statesman, religious tolerance, julid, laughing, love, what's wrong with overpaid love, anies always looks for mistakes, but slander and hate always fail",positif
pdip's doubts about presidential candidate anies' statement are only a form of rejection of anis as a presidential candidate because normatively anies must continue the program of the previous president if he is elected president. the implementation of its continuation is of course adjusted to the state's financial conditions,negatif
"come on, gasskeun, apart from moving in the real world, in cyberspace, you have to gasskeun, god willing",positif
"the democratic party supports anies baswedan as a presidential candidate. political research center researcher brin firman noor revealed that the democratic party's support for anies is not surprising. for the democratic party, the figure of anies is considered an icon of change.",positif
always enthusiastic ahy the president,positif
"chairman of the democratic party, agus harimurti yudhoyono, announced that his party had officially given support to anies baswedan to run as a presidential candidate in the presidential election.",positif
"declared to nominate anies baswedan as presidential candidate in the presidential election, anies ahy",negatif
"a beautiful couple who always complements shortcomings. i hope anies and ahy become president of the republic of indonesia, greetings from the restoration",positif
"approaching the indonesian people, they can't wait for anies baswedan to become president of the republic of indonesia",negatif
"god willing, indonesia will become a country that is just and prosperous and prosperous for its people with the permission of allah swt. i hope that mr. anies rashid baswedan will be appointed by allah swt as president of the republic of indonesia amen, amen, o allah, allah.",positif
"that's right, it's better if anies ahy is declared president and vice president by acclamation rather than discussing terms because the people need change.",positif
survey results without orders for anies to become president of the republic of indonesia,negatif
habib clerics and bogor figures are united in praying for anies to become ulama president and thank god the clerics and habib are joining in wanting indonesia to change.,positif
"dki jakarta democrats guarantee that they will go all out to win anies as president. we will start a long journey. it requires stamina, it requires readiness, it requires toughness and god willing, watching those present here, we are optimistic that we can get through it all.",positif
north sumatra democrats say they are ready to let anies baswedan become president,positif
"he said that in a democratic country, mr. anies wants to run for president, where is the rule that this formula work is prohibited, it used to be cursed at, there are also those who want to enjoy it now hahaha",positif
"what's perpendicular to the hut isn't it that you're going to jump, aka the flea that jumps, you won't win, what's more, mrs. maharani, who won't be president, anies rasyid baswedan, so you can't lick anymore",negatif
anies president chebong takes sleeping pills,negatif
talk a lot but there is no proof that anies is our president,negatif
"anies ahy got on his horse and refused to take it, mr. identity politics, speech at the standby rally, wrongly pronouncing the name of the president of the republic of indonesia, alam has shown signs of collapsing, cc jsp",negatif
"anies, thank you, bro, ahy, we are ready together, covid, thursday march, there was a death, formula jeep, toyota, japan, sirius, twitter sheila dara, maghrib, silent verdict, friday night",positif
"the formula was held again in jakarta, the anies program was recognized as bringing benefits to death",negatif
pdip secretary general is not sure that anies will continue the ikn program if elected president,negatif
"anies baswedan, one of the leading presidential candidates, promised thursday to realize president joko widodo's ambition to build a new capital city worth billions if he wins the election.",positif
dki jakarta democrats ensure that they will go all out to win anies as president,positif
welcome the south tangerang democrats' all out declaration to win anies baswedan as president,positif
they are worried that anies baswedan will replace president jokowi,negatif
"prospective presidential candidate from the coalition for change, anies baswedan, talks about the fate of the nation's capital ikn archipelago if he is elected president in",negatif
long live anies baswedan and become president of the republic of indonesia,negatif
"keep going, anies for president",negatif
"fahnoor is one of the reasons why the indonesian people have to say no to bowo because bowo will continue what has been damaged by this regime so let's unite together in the carriage of change together, god willing, indonesia will be better",negatif
habib clerics and bogor figures unite in praying for anies to become president,positif
"president ri jokowi until anies, the presidential candidate, understand mereun",negatif
former dki jakarta governor anies baswedan received official support from the democratic party to run as a presidential candidate in the presidential election.,positif
dki democrats will go all out to win anies baswedan and become president,positif
"i'm afraid, why should i be afraid? my life is not regulated by anies. who will be president is in god's hands, whoever he is, he must be accepted, i speak out as a member of the community, when anies peyuk peempuan boyeh, i can't speak up, rosul is allowed to be reprimanded by allah, who is anies?",positif
habib clerics and bogor figures unite in praying for anies baswedan to become president,positif
presidential candidate bacapres coalition of changes anies baswedan and chairman of the democratic party agus harimurti yudhoyono ahy are increasingly showing harmony ahead of the presidential election,positif
loren's prediction is also correct. i admit that this is one way to condition anies not to be nominated as a presidential candidate.,positif
this is why aniesahy deserves to be president & vice president of indonesia in anies ahy aniesahy for indonesia,negatif
"this is the reason why anies ahy deserves to be president & vice president, anies ahy aniesahy for indonesia",negatif
why is aniesahy worthy to be president & vice president in the following explanation anies ahy aniesahy for indonesia,positif
"ahy arrived in palu city and was greeted by the shouts of anies ahy, president anies ahy aniesahy for indonesia",positif
"chairman of the dpp nasdem party, sugeng suparwoto, explained why nasdem chose anies rasyid baswedan as a presidential candidate. this was conveyed during a national gathering with the people of lampung some time ago",positif
"ahy was extraordinary, greeted by the shouts of aniesahy, president anies, ahy aniesahy for indonesia",positif
"anies is right, wow, the president is smart and not stupid",positif
democrats officially nominate anies baswedan as presidential candidate,negatif
people are asking who you are. there are so many people in twitter that influence the people. anies for president of the republic of indonesia,negatif
this is why aniesahy deserves to be president & vice president of indonesia in anies ahy land and sea aniesahy for indonesia,negatif
"god willing, in the future we will carry out the pro-people programs that were created and given during the era of president sby again, said ahy anies, ahy aniesahy for indonesia",positif
"anies baswedan is the presidential candidate from the democratic party, anies ahy aniesahy for indonesia",positif
anies baswedan said that he would continue the ikn project when he was elected president in the presidential election. see the full news on politics,negatif
"the upper house of the democratic party agreed to nominate anies baswedan as a presidential candidate in the presidential election. the general chairman of the democratic party, agus harimurti yudhoyono, ahy said that this agreement also gave his blessing to",positif
anies asks democratic party cadres to maintain readiness and resilience ahead of the election for presidential candidates in the coalition for change. anies baswedan is amazed by the enthusiasm of democratic party cadres in the dpp.,positif
the upper house of the democratic party led by susilo bambang yudhoyonosby officially supports presidential candidate bacapres anies baswedan in the last presidential election.,positif
